id,train_or_test,cap_shape,shape,sColour,is_imputed,sColour_mode,sColour_smart
6917,test,x,t,n,yes,w,n
6918,test,f,e,h,no,h,h
6919,train,k,t,w,no,w,w
6920,test,x,e,h,no,h,h
6921,test,x,t,n,no,n,n
6922,test,f,e,w,no,w,w
6923,train,x,e,h,no,h,h
6924,test,x,e,k,no,k,k
6925,train,f,e,h,no,h,h
6926,test,b,e,n,no,n,n
6927,test,b,e,y,no,y,y
6928,test,f,t,n,yes,w,n
6929,test,b,e,r,no,r,r
6930,test,x,t,w,no,w,w
6931,train,x,t,k,no,k,k
6932,test,f,e,b,no,b,b
6933,train,x,t,n,yes,w,n
6934,test,x,t,k,yes,w,n
6935,test,k,t,w,no,w,w
6936,train,f,t,k,no,k,k
6937,test,k,t,w,no,w,w
6938,test,k,t,w,no,w,w
6939,test,k,t,w,no,w,w
6940,test,x,e,w,yes,w,h
6941,test,x,e,h,no,h,h
6942,test,f,t,w,yes,w,n
6943,train,b,e,w,no,w,w
6944,test,x,e,h,no,h,h
6945,train,b,e,n,no,n,n
6946,train,x,e,h,no,h,h
6947,train,f,t,n,yes,w,n
6948,train,k,t,w,no,w,w
6949,test,x,e,n,yes,w,h
6950,test,k,t,w,no,w,w
6951,test,x,e,k,no,k,k
6952,train,x,e,n,no,n,n
6953,train,b,e,n,yes,w,n
6954,test,k,t,w,no,w,w
6955,test,f,e,n,no,n,n
6956,test,x,t,k,no,k,k
6957,test,f,t,n,no,n,n
6958,test,x,t,n,no,n,n
6959,test,x,t,n,no,n,n
6960,test,x,t,w,yes,w,n
6961,test,f,t,n,no,n,n
6962,test,x,e,h,no,h,h
6963,test,f,e,w,no,w,w
6964,test,x,e,h,yes,w,h
6965,train,x,t,w,no,w,w
6966,test,f,e,w,no,w,w
6967,test,k,e,w,no,w,w
6968,test,k,t,w,yes,w,w
6969,test,f,e,w,no,w,w
6970,test,f,e,r,no,r,r
6971,train,x,e,n,no,n,n
6972,test,x,t,w,no,w,w
6973,train,x,t,w,yes,w,n
6974,test,f,e,n,no,n,n
6975,test,b,e,k,yes,w,n
6976,test,x,t,n,no,n,n
6977,test,b,e,n,yes,w,n
6978,test,f,t,n,no,n,n
6979,test,f,t,n,no,n,n
6980,test,f,t,k,no,k,k
6981,test,f,t,w,no,w,w
6982,test,k,t,w,yes,w,w
6983,test,x,t,w,no,w,w
6984,test,f,t,w,no,w,w
6985,test,x,t,k,yes,w,n
6986,test,x,e,h,no,h,h
6987,test,f,e,w,no,w,w
6988,test,x,t,n,no,n,n
6989,test,b,e,k,no,k,k
6990,test,x,e,h,no,h,h
6991,test,x,t,k,no,k,k
6992,train,f,e,h,no,h,h
6993,test,k,e,w,no,w,w
6994,test,x,t,h,no,h,h
6995,test,b,e,w,no,w,w
6996,test,x,e,h,yes,w,h
6997,train,x,t,w,no,w,w
6998,test,x,e,w,no,w,w
6999,test,b,e,n,no,n,n
7000,test,b,e,w,no,w,w
7001,test,x,t,w,yes,w,n
7002,test,x,t,k,yes,w,n
7003,test,f,t,h,yes,w,n
7004,test,f,t,k,no,k,k
7005,test,f,t,w,yes,w,n
7006,train,f,e,w,no,w,w
7007,train,x,t,h,no,h,h
7008,test,x,e,h,no,h,h
7009,test,f,t,k,yes,w,n
7010,test,x,t,w,yes,w,n
7011,test,k,t,w,no,w,w
7012,test,f,t,w,no,w,w
7013,test,x,e,h,no,h,h
7014,train,x,t,n,no,n,n
7015,test,f,e,w,yes,w,h
7016,test,f,e,h,yes,w,h
7017,test,x,e,w,no,w,w
7018,test,f,t,k,yes,w,n
7019,test,f,t,k,yes,w,n
7020,test,x,t,k,no,k,k
7021,test,x,t,w,yes,w,n
7022,test,k,t,w,yes,w,w
7023,test,f,e,w,no,w,w
7024,test,b,e,k,no,k,k
7025,train,x,t,w,yes,w,n
7026,test,x,e,h,no,h,h
7027,test,f,e,h,yes,w,h
7028,test,x,e,n,no,n,n
7029,train,b,e,k,yes,w,n
7030,test,f,t,h,no,h,h
7031,train,k,t,w,no,w,w
7032,test,x,e,w,no,w,w
7033,test,x,e,k,no,k,k
7034,test,b,e,w,no,w,w
7035,test,f,e,y,no,y,y
7036,test,x,t,n,no,n,n
7037,test,x,t,n,no,n,n
7038,test,k,t,w,no,w,w
7039,test,x,t,w,yes,w,n
7040,test,x,e,k,no,k,k
7041,test,f,t,n,yes,w,n
7042,test,f,e,n,yes,w,h
7043,test,x,e,k,no,k,k
7044,test,k,t,w,no,w,w
7045,test,f,t,n,yes,w,n
7046,test,f,t,k,no,k,k
7047,train,k,e,w,no,w,w
7048,test,x,t,n,no,n,n
7049,test,f,e,h,no,h,h
7050,test,f,e,w,no,w,w
7051,test,f,t,k,no,k,k
7052,test,x,e,h,no,h,h
7053,test,f,t,n,yes,w,n
7054,test,k,e,w,no,w,w
7055,train,k,t,w,yes,w,w
7056,test,k,e,w,no,w,w
7057,test,x,e,h,no,h,h
7058,test,x,e,h,no,h,h
7059,test,x,e,k,yes,w,h
7060,train,f,t,w,no,w,w
7061,test,f,t,k,no,k,k
7062,train,f,t,w,no,w,w
7063,test,k,t,w,no,w,w
7064,test,f,t,w,no,w,w
7065,test,f,t,n,yes,w,n
7066,test,k,e,w,no,w,w
7067,test,k,t,w,no,w,w
7068,test,x,t,h,no,h,h
7069,test,x,t,h,yes,w,n
7070,train,f,e,h,no,h,h
7071,test,f,t,k,yes,w,n
7072,test,f,t,k,no,k,k
7073,test,f,e,w,no,w,w
7074,test,f,e,h,no,h,h
7075,test,f,e,k,no,k,k
7076,test,x,t,n,no,n,n
7077,test,f,e,h,no,h,h
7078,test,x,e,n,no,n,n
7079,test,f,t,w,no,w,w
7080,test,x,e,k,no,k,k
7081,train,b,e,w,no,w,w
7082,test,x,t,n,no,n,n
7083,test,k,t,w,no,w,w
7084,test,f,e,h,no,h,h
7085,test,f,t,k,no,k,k
7086,train,f,e,h,no,h,h
7087,test,f,e,h,no,h,h
7088,test,f,t,h,no,h,h
7089,test,x,t,k,no,k,k
7090,test,f,e,o,no,o,o
7091,test,x,t,k,no,k,k
7092,test,f,e,w,no,w,w
7093,test,x,t,h,no,h,h
7094,test,f,e,w,no,w,w
7095,train,x,t,n,no,n,n
7096,train,k,e,w,no,w,w
7097,train,k,t,w,yes,w,w
7098,test,x,t,w,yes,w,n
7099,test,f,t,n,no,n,n
7100,test,f,t,k,no,k,k
7101,test,k,t,w,no,w,w
7102,test,f,e,h,no,h,h
7103,test,f,t,k,no,k,k
7104,test,x,t,k,no,k,k
7105,train,x,t,w,no,w,w
7106,test,x,e,k,no,k,k
7107,test,x,e,w,no,w,w
7108,train,x,t,h,no,h,h
7109,test,x,t,w,no,w,w
7110,test,x,t,k,no,k,k
7111,test,x,e,h,no,h,h
7112,train,f,e,h,no,h,h
7113,train,f,t,u,no,u,u
7114,test,x,t,w,no,w,w
7115,test,x,t,w,no,w,w
7116,test,x,t,w,no,w,w
7117,test,x,t,n,no,n,n
7118,test,x,e,n,no,n,n
7119,test,x,t,k,no,k,k
7120,test,x,e,h,no,h,h
7121,test,x,t,n,no,n,n
7122,test,k,t,w,yes,w,w
7123,test,x,t,k,no,k,k
7124,test,x,e,h,yes,w,h
7125,test,f,e,h,yes,w,h
7126,test,f,t,n,no,n,n
7127,test,k,e,w,no,w,w
7128,train,f,t,k,no,k,k
7129,test,x,t,w,no,w,w
7130,test,f,e,w,no,w,w
7131,train,x,t,k,no,k,k
7132,test,f,t,n,no,n,n
7133,train,x,t,w,no,w,w
7134,test,x,e,n,no,n,n
7135,test,x,t,w,no,w,w
7136,test,f,t,n,no,n,n
7137,test,f,t,k,no,k,k
7138,train,x,t,n,no,n,n
7139,train,x,e,k,yes,w,h
7140,test,x,e,k,no,k,k
7141,test,x,e,n,yes,w,h
7142,train,f,t,w,no,w,w
7143,test,f,e,h,no,h,h
7144,test,f,t,k,no,k,k
7145,test,f,t,n,no,n,n
7146,test,k,e,y,no,y,y
7147,test,x,t,n,no,n,n
7148,test,f,e,h,no,h,h
7149,test,x,t,n,yes,w,n
7150,train,f,t,k,no,k,k
7151,test,f,t,n,no,n,n
7152,test,f,t,w,no,w,w
7153,test,f,t,k,no,k,k
7154,test,x,t,w,no,w,w
7155,test,x,t,n,no,n,n
7156,test,x,t,n,no,n,n
7157,train,x,e,h,no,h,h
7158,test,x,e,h,no,h,h
7159,test,k,t,w,no,w,w
7160,test,x,t,n,no,n,n
7161,train,x,e,n,no,n,n
7162,test,x,e,n,no,n,n
7163,test,x,t,h,no,h,h
7164,test,k,e,w,no,w,w
7165,test,f,t,w,no,w,w
7166,test,x,t,w,no,w,w
7167,test,x,e,n,no,n,n
7168,test,k,e,w,no,w,w
7169,test,x,t,w,no,w,w
7170,train,x,e,n,no,n,n
7171,train,f,e,h,yes,w,h
7172,test,f,e,h,no,h,h
7173,test,f,t,k,no,k,k
7174,train,x,t,n,no,n,n
7175,train,f,e,k,no,k,k
7176,test,x,e,w,no,w,w
7177,test,f,t,w,no,w,w
7178,test,k,e,w,yes,w,w
7179,test,f,t,w,no,w,w
7180,train,x,t,k,no,k,k
7181,train,b,e,n,no,n,n
7182,train,f,t,n,no,n,n
7183,train,x,e,h,no,h,h
7184,test,f,e,w,no,w,w
7185,test,x,t,n,no,n,n
7186,train,x,t,n,no,n,n
7187,test,x,t,k,yes,w,n
7188,test,f,e,n,no,n,n
7189,test,x,t,k,no,k,k
7190,test,x,e,w,no,w,w
7191,test,f,t,n,no,n,n
7192,test,f,e,h,no,h,h
7193,test,x,t,n,no,n,n
7194,test,f,e,n,no,n,n
7195,test,x,t,n,no,n,n
7196,test,f,e,w,no,w,w
7197,train,f,t,w,no,w,w
7198,test,x,e,n,yes,w,h
7199,test,x,t,k,no,k,k
7200,test,k,t,w,no,w,w
7201,train,f,e,h,yes,w,h
7202,test,x,t,k,yes,w,n
7203,test,b,e,r,no,r,r
7204,test,x,e,k,yes,w,h
7205,test,f,t,w,no,w,w
7206,train,x,e,k,no,k,k
7207,test,k,t,w,no,w,w
7208,test,f,e,h,yes,w,h
7209,test,x,t,k,yes,w,n
7210,test,k,t,w,no,w,w
7211,test,x,t,w,no,w,w
7212,test,f,e,h,no,h,h
7213,test,f,t,k,no,k,k
7214,test,x,t,k,no,k,k
7215,train,x,t,n,no,n,n
7216,test,b,e,k,no,k,k
7217,test,x,t,w,no,w,w
7218,train,x,t,n,no,n,n
7219,train,b,e,r,no,r,r
7220,test,x,e,h,no,h,h
7221,test,f,t,h,no,h,h
7222,test,x,t,k,no,k,k
7223,test,k,e,w,no,w,w
7224,test,f,t,k,yes,w,n
7225,test,f,e,k,no,k,k
7226,test,x,t,n,no,n,n
7227,test,x,e,h,no,h,h
7228,test,x,t,w,yes,w,n
7229,train,f,t,k,no,k,k
7230,test,x,t,n,no,n,n
7231,test,f,t,k,no,k,k
7232,test,x,t,w,no,w,w
7233,test,k,t,w,no,w,w
7234,test,f,e,h,no,h,h
7235,test,f,t,n,no,n,n
7236,test,f,t,w,no,w,w
7237,test,x,e,w,no,w,w
7238,train,f,e,b,no,b,b
7239,train,f,e,h,no,h,h
7240,test,f,e,h,no,h,h
7241,test,f,e,h,no,h,h
7242,test,f,e,h,no,h,h
7243,test,x,t,k,no,k,k
7244,train,s,e,k,no,k,k
7245,test,f,t,k,no,k,k
7246,test,f,e,k,no,k,k
7247,test,k,e,w,no,w,w
7248,test,x,t,k,no,k,k
7249,test,x,e,h,no,h,h
7250,test,x,t,n,yes,w,n
7251,test,x,e,h,no,h,h
7252,test,f,t,k,no,k,k
7253,test,f,t,n,no,n,n
7254,test,f,t,w,no,w,w
7255,train,f,e,w,yes,w,h
7256,test,f,e,w,no,w,w
7257,test,f,t,w,no,w,w
7258,test,f,e,h,no,h,h
7259,test,f,e,h,no,h,h
7260,train,f,e,o,no,o,o
7261,test,f,e,n,yes,w,h
7262,test,f,e,h,no,h,h
7263,test,x,t,h,no,h,h
7264,test,f,t,n,no,n,n
7265,train,f,t,w,no,w,w
7266,test,x,e,n,no,n,n
7267,train,f,e,k,no,k,k
7268,test,x,t,k,no,k,k
7269,test,k,e,w,no,w,w
7270,test,x,e,n,no,n,n
7271,test,x,e,h,no,h,h
7272,train,f,e,h,no,h,h
7273,test,f,e,k,no,k,k
7274,test,f,t,w,no,w,w
7275,test,k,t,w,no,w,w
7276,test,k,t,w,no,w,w
7277,test,f,t,w,yes,w,n
7278,test,f,t,w,no,w,w
7279,test,f,t,w,no,w,w
7280,test,x,t,w,no,w,w
7281,train,x,e,w,yes,w,h
7282,test,x,e,h,no,h,h
7283,train,x,t,w,no,w,w
7284,train,k,t,w,no,w,w
7285,train,b,e,k,no,k,k
7286,test,b,e,k,yes,w,n
7287,train,f,t,h,no,h,h
7288,test,f,t,k,no,k,k
7289,train,f,t,k,no,k,k
7290,train,k,e,w,no,w,w
7291,test,x,t,w,no,w,w
7292,test,x,e,k,no,k,k
7293,test,x,e,h,no,h,h
7294,test,x,t,n,no,n,n
7295,test,x,t,w,no,w,w
7296,test,x,t,h,no,h,h
7297,test,f,t,k,no,k,k
7298,test,f,t,n,yes,w,n
7299,test,x,t,w,no,w,w
7300,test,f,t,n,no,n,n
7301,train,x,t,w,no,w,w
7302,test,x,t,k,no,k,k
7303,test,x,e,w,no,w,w
7304,test,x,t,k,no,k,k
7305,test,k,t,w,no,w,w
7306,test,f,t,w,no,w,w
7307,test,k,t,w,no,w,w
7308,test,f,t,w,yes,w,n
7309,test,k,t,w,no,w,w
7310,train,f,t,k,no,k,k
7311,test,f,t,k,yes,w,n
7312,test,f,t,n,no,n,n
7313,test,f,t,k,no,k,k
7314,test,b,e,r,yes,w,n
7315,test,x,t,k,no,k,k
7316,test,x,e,w,no,w,w
7317,train,f,t,k,no,k,k
7318,test,b,e,r,no,r,r
7319,test,x,e,h,yes,w,h
7320,test,k,t,w,no,w,w
7321,test,x,t,n,no,n,n
7322,test,f,t,n,no,n,n
7323,test,f,e,n,no,n,n
7324,test,x,e,k,no,k,k
7325,test,f,t,w,no,w,w
7326,test,b,e,y,yes,w,n
7327,test,x,t,w,no,w,w
7328,test,b,e,n,no,n,n
7329,train,x,t,k,no,k,k
7330,train,f,e,h,no,h,h
7331,test,f,e,h,no,h,h
7332,test,x,e,h,no,h,h
7333,test,f,t,n,no,n,n
7334,test,x,t,w,no,w,w
7335,test,f,e,k,no,k,k
7336,test,b,e,k,yes,w,n
7337,train,x,e,n,no,n,n
7338,train,x,e,w,no,w,w
7339,train,k,t,w,no,w,w
7340,test,f,t,k,no,k,k
7341,train,x,t,w,no,w,w
7342,test,x,t,n,no,n,n
7343,test,b,e,n,no,n,n
7344,test,x,t,h,no,h,h
7345,train,f,e,n,no,n,n
7346,test,f,t,k,no,k,k
7347,test,x,t,k,no,k,k
7348,test,s,e,n,no,n,n
7349,train,f,e,h,yes,w,h
7350,test,k,e,n,yes,w,w
7351,train,f,t,n,no,n,n
7352,test,f,t,u,yes,w,n
7353,test,x,e,w,yes,w,h
7354,test,x,t,n,no,n,n
7355,test,f,t,n,no,n,n
7356,test,x,e,w,yes,w,h
7357,test,x,t,n,yes,w,n
7358,test,x,e,b,no,b,b
7359,test,x,e,k,no,k,k
7360,test,x,t,w,no,w,w
7361,train,f,t,n,no,n,n
7362,train,k,e,w,no,w,w
7363,test,f,t,n,no,n,n
7364,test,x,t,n,no,n,n
7365,test,f,t,n,no,n,n
7366,test,x,e,h,yes,w,h
7367,test,f,e,b,no,b,b
7368,test,x,e,n,yes,w,h
7369,train,x,t,w,no,w,w
7370,test,x,t,k,yes,w,n
7371,test,x,t,w,no,w,w
7372,test,x,e,n,no,n,n
7373,test,x,t,n,no,n,n
7374,test,x,e,h,no,h,h
7375,train,k,e,w,no,w,w
7376,test,x,t,n,yes,w,n
7377,test,k,t,w,no,w,w
7378,test,x,e,n,no,n,n
7379,test,x,e,h,no,h,h
7380,test,f,t,n,no,n,n
7381,test,f,t,n,no,n,n
7382,test,k,e,w,no,w,w
7383,test,f,e,r,no,r,r
7384,test,f,t,w,no,w,w
7385,test,b,e,k,no,k,k
7386,test,x,e,n,no,n,n
7387,test,x,t,k,no,k,k
7388,test,x,e,k,yes,w,h
7389,test,k,e,w,no,w,w
7390,train,x,e,h,yes,w,h
7391,test,x,t,n,no,n,n
7392,test,k,e,w,no,w,w
7393,test,x,t,k,no,k,k
7394,test,f,e,h,no,h,h
7395,train,b,e,w,yes,w,n
7396,test,x,e,w,no,w,w
7397,test,k,t,w,no,w,w
7398,test,x,e,n,no,n,n
7399,test,f,t,k,no,k,k
7400,test,b,e,w,no,w,w
7401,train,x,t,k,no,k,k
7402,test,b,e,y,yes,w,n
7403,train,x,e,w,no,w,w
7404,test,f,t,w,no,w,w
7405,test,x,t,w,no,w,w
7406,train,x,e,h,no,h,h
7407,test,x,e,h,no,h,h
7408,test,k,t,w,yes,w,w
7409,test,x,e,h,no,h,h
7410,test,f,t,w,no,w,w
7411,test,x,e,h,no,h,h
7412,test,x,t,w,no,w,w
7413,test,x,e,h,no,h,h
7414,train,f,e,h,no,h,h
7415,test,f,e,h,no,h,h
7416,test,f,e,r,no,r,r
7417,test,x,e,n,no,n,n
7418,test,f,e,h,no,h,h
7419,train,f,e,w,no,w,w
7420,train,x,t,n,no,n,n
7421,train,x,t,n,no,n,n
7422,test,x,e,h,no,h,h
7423,test,k,t,w,no,w,w
7424,train,x,e,h,no,h,h
7425,test,f,t,w,no,w,w
7426,test,b,e,k,yes,w,n
7427,train,x,t,k,no,k,k
7428,train,x,t,n,yes,w,n
7429,train,x,e,h,no,h,h
7430,test,x,e,w,yes,w,h
7431,test,x,e,h,no,h,h
7432,test,x,t,n,yes,w,n
7433,test,k,t,w,no,w,w
7434,test,x,t,k,no,k,k
7435,test,x,t,k,no,k,k
7436,train,x,t,n,no,n,n
7437,test,f,t,w,no,w,w
7438,test,x,e,h,no,h,h
7439,test,f,t,w,yes,w,n
7440,test,f,t,w,yes,w,n
7441,test,f,t,n,no,n,n
7442,train,x,t,w,no,w,w
7443,train,x,t,n,no,n,n
7444,test,f,t,w,yes,w,n
7445,train,f,e,h,no,h,h
7446,train,f,t,w,yes,w,n
7447,test,f,t,h,yes,w,n
7448,test,x,t,n,no,n,n
7449,train,x,t,k,no,k,k
7450,test,x,t,k,no,k,k
7451,train,f,t,n,no,n,n
7452,test,f,e,h,no,h,h
7453,train,b,e,r,no,r,r
7454,test,k,t,w,no,w,w
7455,train,x,t,k,no,k,k
7456,test,x,e,h,no,h,h
7457,test,x,t,k,yes,w,n
7458,test,f,t,n,no,n,n
7459,test,f,e,h,no,h,h
7460,test,x,t,k,no,k,k
7461,train,x,e,w,no,w,w
7462,test,f,t,n,yes,w,n
7463,test,x,t,w,no,w,w
7464,train,x,t,w,no,w,w
7465,test,f,t,k,no,k,k
7466,test,x,e,w,yes,w,h
7467,test,x,t,k,yes,w,n
7468,train,b,e,n,yes,w,n
7469,test,b,e,w,yes,w,n
7470,train,f,t,w,no,w,w
7471,test,b,e,r,no,r,r
7472,test,f,t,k,yes,w,n
7473,test,x,t,k,no,k,k
7474,test,x,t,k,no,k,k
7475,test,f,t,k,no,k,k
7476,test,x,e,n,no,n,n
7477,test,f,e,h,yes,w,h
7478,test,x,t,n,no,n,n
7479,test,b,e,n,no,n,n
7480,train,x,e,k,no,k,k
7481,train,f,e,h,no,h,h
7482,train,x,e,k,no,k,k
7483,test,x,e,h,no,h,h
7484,test,b,e,k,no,k,k
7485,train,x,e,h,yes,w,h
7486,test,x,t,w,yes,w,n
7487,train,k,t,w,no,w,w
7488,test,f,t,w,yes,w,n
7489,test,x,t,h,yes,w,n
7490,test,x,t,k,yes,w,n
7491,train,f,t,k,no,k,k
7492,test,k,t,w,no,w,w
7493,test,f,e,n,no,n,n
7494,test,b,e,n,no,n,n
7495,test,x,e,h,no,h,h
7496,train,x,t,n,no,n,n
7497,test,f,t,n,no,n,n
7498,test,f,t,k,no,k,k
7499,test,x,t,k,no,k,k
7500,test,x,t,k,no,k,k
7501,train,f,e,h,no,h,h
7502,test,x,e,n,no,n,n
7503,test,k,t,w,no,w,w
7504,test,k,e,w,no,w,w
7505,test,f,e,h,no,h,h
7506,test,f,t,w,no,w,w
7507,test,f,t,k,no,k,k
7508,test,x,t,n,no,n,n
7509,test,k,t,w,no,w,w
7510,train,x,t,w,no,w,w
7511,test,b,e,n,no,n,n
7512,train,x,e,k,no,k,k
7513,train,f,e,h,no,h,h
7514,test,f,t,k,no,k,k
7515,test,b,e,k,no,k,k
7516,test,f,e,h,yes,w,h
7517,test,x,t,n,no,n,n
7518,test,x,t,w,no,w,w
7519,test,f,t,k,no,k,k
7520,test,k,e,w,no,w,w
7521,train,x,e,n,no,n,n
7522,test,f,t,n,no,n,n
7523,test,x,e,h,no,h,h
7524,train,k,e,w,no,w,w
7525,train,f,t,w,yes,w,n
7526,train,f,t,w,no,w,w
7527,test,f,e,k,no,k,k
7528,test,k,t,w,yes,w,w
7529,test,x,t,w,no,w,w
7530,test,f,t,w,yes,w,n
7531,test,x,t,n,no,n,n
7532,train,x,t,w,no,w,w
7533,test,k,t,w,yes,w,w
7534,test,f,e,n,no,n,n
7535,test,x,e,h,no,h,h
7536,test,x,t,k,no,k,k
7537,train,b,e,k,no,k,k
7538,train,f,e,h,no,h,h
7539,train,x,e,k,no,k,k
7540,test,x,t,n,no,n,n
7541,test,x,t,k,no,k,k
7542,test,f,t,k,no,k,k
7543,test,x,t,n,no,n,n
7544,test,f,t,w,no,w,w
7545,test,x,t,k,yes,w,n
7546,test,x,t,n,no,n,n
7547,test,f,t,n,no,n,n
7548,train,f,t,n,no,n,n
7549,test,f,t,w,no,w,w
7550,test,f,e,n,no,n,n
7551,test,x,e,k,no,k,k
7552,test,b,e,w,no,w,w
7553,test,x,t,n,no,n,n
7554,test,f,e,h,no,h,h
7555,test,x,e,h,no,h,h
7556,test,x,e,w,no,w,w
7557,train,k,t,w,no,w,w
7558,test,f,t,k,no,k,k
7559,test,k,e,w,no,w,w
7560,train,x,t,k,yes,w,n
7561,test,x,t,w,no,w,w
7562,train,x,t,k,yes,w,n
7563,test,x,t,n,no,n,n
7564,test,f,e,h,no,h,h
7565,train,x,e,n,no,n,n
7566,train,x,t,w,no,w,w
7567,test,f,e,k,no,k,k
7568,test,f,e,w,no,w,w
7569,test,x,e,n,yes,w,h
7570,test,x,e,k,no,k,k
7571,train,f,t,w,no,w,w
7572,train,f,t,n,no,n,n
7573,test,f,e,k,no,k,k
7574,test,f,e,k,no,k,k
7575,test,f,t,h,no,h,h
7576,test,x,e,n,no,n,n
7577,test,f,t,n,yes,w,n
7578,test,f,t,w,no,w,w
7579,test,f,t,k,no,k,k
7580,train,f,t,n,yes,w,n
7581,test,x,t,w,no,w,w
7582,test,x,e,h,no,h,h
7583,test,f,t,h,no,h,h
7584,test,x,t,n,no,n,n
7585,test,f,t,h,no,h,h
7586,test,f,t,k,no,k,k
7587,test,x,t,k,yes,w,n
7588,train,k,t,w,no,w,w
7589,test,x,t,k,no,k,k
7590,test,x,e,k,no,k,k
7591,test,f,t,w,no,w,w
7592,test,x,t,k,no,k,k
7593,train,b,e,n,no,n,n
7594,test,b,e,b,no,b,b
7595,test,f,t,n,yes,w,n
7596,test,f,t,n,no,n,n
7597,test,x,t,w,no,w,w
7598,test,x,e,h,no,h,h
7599,train,f,t,h,no,h,h
7600,test,x,e,n,no,n,n
7601,test,f,t,k,no,k,k
7602,test,x,e,h,no,h,h
7603,test,x,t,h,no,h,h
7604,test,f,t,n,no,n,n
7605,test,f,t,w,no,w,w
7606,test,f,t,w,no,w,w
7607,test,f,e,h,no,h,h
7608,train,f,t,w,no,w,w
7609,test,b,e,k,no,k,k
7610,test,k,t,w,no,w,w
7611,test,f,e,r,no,r,r
7612,test,f,t,k,no,k,k
7613,test,x,e,h,no,h,h
7614,test,k,e,w,no,w,w
7615,test,k,e,b,no,b,b
7616,test,f,t,w,no,w,w
7617,test,b,e,n,no,n,n
7618,train,x,t,w,no,w,w
7619,test,f,e,k,no,k,k
7620,test,x,e,k,no,k,k
7621,test,x,t,k,no,k,k
7622,train,x,e,h,no,h,h
7623,test,f,t,w,yes,w,n
7624,test,f,e,h,no,h,h
7625,test,f,e,h,no,h,h
7626,test,f,t,w,no,w,w
7627,test,b,e,o,no,o,o
7628,train,x,e,n,no,n,n
7629,train,x,e,w,no,w,w
7630,test,s,e,n,no,n,n
7631,test,k,t,w,no,w,w
7632,test,f,t,k,yes,w,n
7633,test,k,t,w,no,w,w
7634,test,f,t,w,no,w,w
7635,test,x,e,h,yes,w,h
7636,test,b,e,k,yes,w,n
7637,test,x,t,w,no,w,w
7638,test,x,t,w,no,w,w
7639,train,x,t,u,yes,w,n
7640,test,f,e,h,no,h,h
7641,test,x,e,h,no,h,h
7642,test,f,t,k,no,k,k
7643,test,f,t,k,no,k,k
7644,test,k,t,w,no,w,w
7645,train,x,t,k,no,k,k
7646,train,f,t,k,no,k,k
7647,test,x,t,w,no,w,w
7648,test,s,e,n,yes,w,n
7649,test,f,e,h,yes,w,h
7650,test,f,t,n,no,n,n
7651,test,f,t,k,no,k,k
7652,test,x,e,h,no,h,h
7653,train,k,t,w,no,w,w
7654,test,k,t,w,no,w,w
7655,test,f,t,n,no,n,n
7656,test,f,t,n,no,n,n
7657,test,f,e,r,no,r,r
7658,test,f,e,h,no,h,h
7659,train,f,e,n,yes,w,h
7660,train,x,t,w,no,w,w
7661,test,b,e,w,yes,w,n
7662,test,x,e,n,no,n,n
7663,test,f,t,w,no,w,w
7664,test,f,t,w,no,w,w
7665,test,s,e,n,yes,w,n
7666,test,f,e,h,no,h,h
7667,test,x,e,w,no,w,w
7668,test,f,t,n,yes,w,n
7669,test,f,t,n,yes,w,n
7670,test,x,e,h,no,h,h
7671,test,x,e,n,no,n,n
7672,test,f,t,n,no,n,n
7673,test,x,t,k,no,k,k
7674,test,k,t,w,no,w,w
7675,test,b,e,k,yes,w,n
7676,test,f,t,k,no,k,k
7677,test,x,e,h,no,h,h
7678,train,f,t,n,yes,w,n
7679,train,x,t,w,no,w,w
7680,test,f,t,w,no,w,w
7681,train,x,e,h,no,h,h
7682,train,x,t,n,no,n,n
7683,train,x,e,h,yes,w,h
7684,test,x,t,k,no,k,k
7685,test,f,t,k,no,k,k
7686,test,x,e,n,no,n,n
7687,test,x,t,n,no,n,n
7688,test,k,t,w,no,w,w
7689,test,f,t,k,yes,w,n
7690,test,b,e,n,no,n,n
7691,test,f,t,w,no,w,w
7692,test,x,t,n,no,n,n
7693,test,x,e,k,no,k,k
7694,test,x,t,n,no,n,n
7695,train,k,t,w,yes,w,w
7696,test,k,t,w,no,w,w
7697,train,k,e,y,no,y,y
7698,test,x,t,n,no,n,n
7699,train,b,e,n,no,n,n
7700,test,b,e,n,no,n,n
7701,test,f,t,k,no,k,k
7702,test,f,t,w,no,w,w
7703,test,x,t,k,yes,w,n
7704,test,x,t,n,no,n,n
7705,test,f,e,h,no,h,h
7706,test,x,t,w,yes,w,n
7707,test,x,t,k,no,k,k
7708,test,f,t,w,no,w,w
7709,test,x,e,h,no,h,h
7710,test,x,t,w,yes,w,n
7711,test,x,e,n,yes,w,h
7712,test,x,t,n,no,n,n
7713,test,f,t,w,no,w,w
7714,test,b,e,n,no,n,n
7715,test,x,e,n,no,n,n
7716,test,x,t,n,no,n,n
7717,train,x,e,n,yes,w,h
7718,train,x,t,n,no,n,n
7719,train,s,e,k,no,k,k
7720,train,x,t,n,no,n,n
7721,train,k,t,w,no,w,w
7722,test,f,t,h,no,h,h
7723,test,f,t,n,yes,w,n
7724,test,k,t,w,no,w,w
7725,test,x,e,k,no,k,k
7726,test,f,e,h,no,h,h
7727,test,k,t,w,no,w,w
7728,test,f,e,n,no,n,n
