id,actual,lr,knn,lda,svm_w,svm,nb,nn,rf
3292,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3294,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3296,MED,MED,MED,MED,MED,MED,MED,MED,MED
3299,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3300,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3301,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3305,MED,MED,MED,MED,MED,MED,MED,MED,MED
3306,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3307,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3310,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
3311,MED,MED,MED,MED,MED,MED,MED,MED,MED
3312,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3314,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3315,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3316,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3318,MED,MED,MED,MED,MED,MED,MED,MED,MED
3319,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3323,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3328,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3330,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
3332,MED,MED,MED,MED,MED,MED,MED,MED,MED
3333,MED,MED,MED,MED,MED,MED,MED,MED,MED
3334,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3337,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3339,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3340,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3343,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3344,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
3345,MED,MED,MED,MED,MED,MED,MED,MED,MED
3347,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3351,MED,MED,MED,MED,MED,MED,MED,MED,MED
3353,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3355,HIGH,MED,MED,HIGH,HIGH,MED,HIGH,MED,HIGH
3357,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3358,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3359,HIGH,MED,MED,MED,MED,MED,MED,MED,MED
3360,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3361,MED,MED,MED,MED,HIGH,MED,HIGH,MED,MED
3362,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3363,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3364,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3365,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3366,MED,MED,MED,MED,MED,MED,MED,MED,MED
3367,LOW,LOW,MED,LOW,LOW,LOW,HIGH,LOW,LOW
3368,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3369,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3371,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3374,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3375,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3377,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3378,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3380,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3381,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3382,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3383,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3384,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3386,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3388,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3389,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3391,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3392,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3394,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3395,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3398,MED,MED,MED,MED,MED,MED,MED,MED,MED
3399,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3400,MED,MED,MED,MED,MED,MED,MED,MED,MED
3401,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3402,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3403,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3404,MED,MED,MED,MED,MED,MED,MED,MED,MED
3405,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3406,MED,MED,MED,MED,MED,MED,MED,MED,MED
3408,MED,MED,MED,MED,MED,MED,MED,MED,MED
3409,MED,MED,MED,MED,MED,MED,MED,MED,MED
3410,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3411,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3413,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3415,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3416,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3417,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3418,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3420,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3421,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3423,HIGH,MED,MED,MED,MED,MED,MED,MED,MED
3428,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3432,MED,MED,MED,MED,MED,MED,MED,MED,MED
3434,MED,MED,MED,MED,MED,MED,MED,MED,MED
3435,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3436,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3438,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3439,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3440,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3442,MED,MED,MED,MED,LOW,MED,HIGH,MED,MED
3443,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3444,MED,MED,MED,MED,LOW,MED,MED,MED,MED
3445,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3447,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3450,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3452,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3453,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3456,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
3459,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3460,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3461,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3462,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3463,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3465,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3466,HIGH,MED,HIGH,HIGH,HIGH,MED,HIGH,MED,HIGH
3467,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3468,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3469,MED,MED,MED,MED,MED,MED,MED,MED,MED
3470,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3471,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3472,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3473,MED,MED,MED,MED,MED,MED,MED,MED,MED
3475,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3476,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3477,MED,MED,MED,MED,MED,MED,MED,MED,MED
3478,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3479,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3480,MED,MED,MED,MED,MED,MED,MED,MED,MED
3482,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3483,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3484,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3485,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3487,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3488,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3489,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3491,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3492,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3493,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3494,MED,MED,LOW,MED,MED,MED,LOW,LOW,MED
3496,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3497,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3498,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3500,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3501,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3502,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3503,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3504,MED,MED,MED,MED,MED,MED,MED,MED,MED
3505,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3506,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3508,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3511,MED,MED,MED,MED,MED,MED,MED,MED,MED
3512,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3513,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3514,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3515,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3516,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3518,MED,MED,MED,MED,MED,MED,MED,MED,MED
3520,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3521,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3522,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3523,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3525,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3526,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3529,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3530,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3531,LOW,LOW,LOW,MED,LOW,LOW,HIGH,MED,LOW
3533,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3534,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3540,MED,MED,MED,MED,MED,MED,MED,MED,MED
3542,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3547,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3548,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3549,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3550,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
3551,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3553,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
3554,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3555,MED,MED,MED,MED,MED,MED,MED,MED,MED
3556,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3557,MED,MED,MED,MED,MED,MED,MED,MED,MED
3559,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3560,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3561,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3562,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
3564,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3565,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3566,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3567,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3568,MED,MED,MED,MED,MED,MED,MED,MED,MED
3569,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3570,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3572,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3574,MED,MED,MED,MED,MED,MED,MED,MED,MED
3575,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3576,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3577,MED,MED,MED,MED,MED,MED,MED,MED,MED
3580,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3581,MED,MED,MED,MED,MED,MED,MED,MED,MED
3582,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
3583,MED,MED,MED,MED,MED,MED,MED,MED,MED
3584,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
3585,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3586,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3587,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3588,MED,MED,MED,MED,MED,MED,MED,MED,MED
3589,MED,MED,MED,MED,MED,MED,MED,MED,MED
3590,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3591,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3592,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3593,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3594,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3595,MED,MED,MED,MED,MED,MED,MED,MED,MED
3596,MED,MED,MED,MED,MED,MED,MED,MED,MED
3597,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3598,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3599,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3600,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3603,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3605,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3606,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3607,MED,MED,MED,MED,MED,MED,MED,MED,MED
3608,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3609,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3611,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3612,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
3613,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3614,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
3615,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3616,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3617,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3618,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3620,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3621,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3622,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3624,MED,MED,MED,MED,MED,MED,MED,MED,MED
3625,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3627,MED,MED,MED,MED,MED,MED,MED,MED,MED
3628,LOW,LOW,MED,MED,LOW,LOW,HIGH,LOW,LOW
3631,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3634,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3635,LOW,LOW,MED,LOW,LOW,LOW,MED,LOW,LOW
3637,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3639,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3640,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3642,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3647,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3652,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3654,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3655,MED,MED,MED,MED,MED,MED,MED,MED,MED
3659,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3662,MED,MED,MED,MED,MED,MED,MED,MED,MED
3663,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3664,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3666,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3668,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3669,MED,MED,MED,MED,MED,MED,MED,MED,MED
3670,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3671,MED,MED,MED,MED,MED,MED,MED,MED,MED
3672,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3674,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3675,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3677,MED,MED,MED,MED,MED,MED,MED,MED,MED
3678,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3679,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3680,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3681,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3682,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3684,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3687,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3688,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3690,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3692,MED,MED,MED,MED,MED,MED,MED,MED,MED
3696,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3697,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3698,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3699,MED,MED,MED,MED,MED,MED,MED,MED,MED
3700,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3701,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3702,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3703,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3704,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3705,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3706,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3707,MED,MED,MED,MED,MED,MED,MED,MED,MED
3709,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3710,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3712,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3714,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3715,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3716,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3717,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3718,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3719,MED,MED,MED,MED,MED,MED,MED,MED,MED
3720,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3721,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3723,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3724,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3726,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3728,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3729,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3730,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3731,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3732,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3733,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3736,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3737,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3738,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3739,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3740,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3741,HIGH,MED,MED,MED,HIGH,MED,LOW,MED,MED
3742,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3743,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3744,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
3745,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3746,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3747,MED,MED,MED,MED,MED,MED,MED,MED,MED
3748,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3749,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3750,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3754,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3757,LOW,LOW,MED,MED,LOW,LOW,LOW,MED,LOW
3758,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3759,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3761,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3763,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3765,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3767,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3768,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3771,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3772,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3773,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3775,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3776,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3777,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3778,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3779,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3780,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3781,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3782,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3783,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3784,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3787,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3788,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3793,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3795,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3798,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3799,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3819,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3821,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
3823,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3824,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3825,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3826,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3829,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3831,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
3837,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3839,LOW,LOW,MED,MED,LOW,MED,HIGH,MED,LOW
3841,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3843,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3846,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3848,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3849,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3851,MED,MED,MED,MED,MED,MED,MED,MED,MED
3854,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3856,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3857,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3859,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3861,MED,MED,MED,MED,MED,MED,MED,MED,MED
3862,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3865,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
3867,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3873,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3876,MED,MED,MED,MED,MED,MED,MED,MED,MED
3879,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3883,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3884,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3885,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3886,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3888,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3889,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3890,MED,MED,MED,MED,MED,MED,MED,MED,MED
3891,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3892,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3893,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3894,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3898,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3901,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3902,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3905,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3906,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
3907,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3908,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3909,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3910,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3911,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3913,LOW,LOW,MED,MED,LOW,MED,HIGH,MED,LOW
3915,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3916,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3917,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3918,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3921,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3922,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3923,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
3924,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3925,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3926,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3927,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3928,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3930,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3931,HIGH,MED,MED,MED,HIGH,MED,MED,MED,HIGH
3932,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3935,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3936,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3938,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3939,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3940,LOW,LOW,LOW,MED,LOW,MED,LOW,LOW,LOW
3941,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3942,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3944,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3945,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3947,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3949,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3950,MED,MED,MED,MED,MED,MED,LOW,MED,MED
